salesid,listid,sellerid,buyerid,eventid,dateid,qtysold,pricepaid,commission,saletime
3170,3402,33201,24149,7952,2039,4,220.00,33.00,2008-08-01 05:24:59
252,262,46920,4302,6794,2040,1,87.00,13.05,2008-08-02 09:53:32
408,405,41902,19472,7006,2040,2,432.00,64.80,2008-08-02 08:58:58
1040,1058,18109,34249,6959,2040,3,333.00,49.95,2008-08-02 12:47:02
1045,1063,19385,1348,4234,2040,4,288.00,43.20,2008-08-02 12:56:12
1305,1380,7634,14143,7982,2040,2,282.00,42.30,2008-08-02 09:02:50
1734,1841,43160,34051,1280,2040,4,620.00,93.00,2008-08-02 03:07:46
2497,2671,2478,17352,6236,2040,1,88.00,13.20,2008-08-02 09:37:53
2576,2763,36415,1382,5905,2040,2,368.00,55.20,2008-08-02 12:59:08
2821,3022,9193,26901,5711,2040,2,296.00,44.40,2008-08-02 12:46:09
2851,3047,39023,22450,1684,2040,1,250.00,37.50,2008-08-02 02:06:09
776,789,47630,31467,3346,2041,1,43.00,6.45,2008-08-03 12:20:13
1054,1068,2271,19283,2459,2041,1,25.00,3.75,2008-08-03 01:26:32
2476,2653,13838,17352,3645,1987,1,152.00,22.80,2008-06-10 08:16:00
148,155,15155,18855,7533,1988,2,386.00,57.90,2008-06-11 04:31:10
312,314,2302,18855,7252,1988,2,258.00,38.70,2008-06-11 07:55:34
449,448,22214,30888,3645,1988,2,380.00,57.00,2008-06-11 01:43:44
1514,1604,49072,7735,896,1988,1,158.00,23.70,2008-06-11 12:28:25
2176,2335,41075,47915,7032,1988,2,312.00,46.80,2008-06-11 04:48:19
2650,2851,42421,17488,704,1988,2,460.00,69.00,2008-06-11 04:05:33
124,135,14384,37961,238,1989,2,428.00,64.20,2008-06-12 09:56:23
247,258,31810,32972,7118,1989,2,286.00,42.90,2008-06-12 09:02:28
793,812,9581,12883,7560,1989,2,314.00,47.10,2008-06-12 02:38:56
1449,1526,28794,29830,3423,1989,4,440.00,66.00,2008-06-12 06:57:22
2052,2197,16037,31875,6115,1989,1,165.00,24.75,2008-06-12 08:21:33
2611,2798,25075,12900,3514,1989,4,508.00,76.20,2008-06-12 02:11:32
3327,3602,38008,6332,6958,1989,1,64.00,9.60,2008-06-12 11:54:34
3488,3765,45407,16377,6041,1989,1,174.00,26.10,2008-06-12 06:24:00
3670,3967,9914,38342,6466,1989,1,159.00,23.85,2008-06-12 02:06:10
879,890,25052,27505,965,1990,2,456.00,68.40,2008-06-13 10:49:39
2177,2335,41075,49226,7032,1990,1,156.00,23.40,2008-06-13 04:51:08
2192,2363,37550,2841,7001,1990,2,164.00,24.60,2008-06-13 05:27:01
2208,2379,20130,2385,6572,1990,2,248.00,37.20,2008-06-13 05:57:47
128,138,23922,7833,1382,1991,1,66.00,9.90,2008-06-14 11:21:18
825,839,19786,24460,5410,1991,2,314.00,47.10,2008-06-14 05:53:50
1195,1245,39410,36599,3672,1991,1,43.00,6.45,2008-06-14 12:29:09
1551,1653,49022,35676,2349,1991,2,90.00,13.50,2008-06-14 03:44:57
1582,1688,9092,26642,4461,1991,1,56.00,8.40,2008-06-14 05:29:28
1747,1859,12895,6303,8246,1991,1,28.00,4.20,2008-06-14 04:03:43
1834,1954,13001,35401,7560,1991,2,224.00,33.60,2008-06-14 08:49:04
1851,1969,427,2146,5804,1991,4,344.00,51.60,2008-06-14 09:35:45
1898,2034,22571,19712,5120,1991,1,191.00,28.65,2008-06-14 12:08:44
2374,2543,7022,5870,489,1991,2,362.00,54.30,2008-06-14 02:17:26
2626,2815,37629,33863,5718,1991,2,364.00,54.60,2008-06-14 03:06:55
3622,3915,13292,19298,8739,1991,4,992.00,148.80,2008-06-14 11:51:55
263,269,48328,2703,5801,1992,2,266.00,39.90,2008-06-15 12:42:00
450,448,22214,34596,3645,1992,1,190.00,28.50,2008-06-15 01:45:04
663,672,40931,11377,403,1992,3,621.00,93.15,2008-06-15 12:55:34
664,672,40931,11048,403,1992,1,207.00,31.05,2008-06-15 01:02:16
982,995,41813,6578,615,1992,2,258.00,38.70,2008-06-15 06:59:45
2530,2708,8053,10153,3528,1992,4,948.00,142.20,2008-06-15 11:01:27
3118,3338,42543,13901,7404,1992,2,282.00,42.30,2008-06-15 03:26:08
3405,3686,9364,630,4338,1992,2,224.00,33.60,2008-06-15 03:20:26
162,165,49947,4855,6937,1993,2,388.00,58.20,2008-06-16 06:53:19
223,235,37928,40377,1184,1993,1,191.00,28.65,2008-06-16 05:21:44
531,534,45361,25624,1442,1993,2,328.00,49.20,2008-06-16 09:50:46
3061,3278,21550,2326,6937,1993,2,346.00,51.90,2008-06-16 12:22:49
699,717,9564,4052,1409,1994,2,478.00,71.70,2008-06-17 05:14:23
1884,2013,10624,5304,5880,1994,2,362.00,54.30,2008-06-17 11:27:00
2167,2323,39777,6387,1719,1994,2,476.00,71.40,2008-06-17 04:17:14
2254,2427,29445,41491,8517,1994,1,208.00,31.20,2008-06-17 08:04:45
2593,2784,22649,11094,8030,1994,1,120.00,18.00,2008-06-17 01:36:32
3434,3710,19237,9534,323,1994,1,120.00,18.00,2008-06-17 04:30:29
1648,1754,46853,36232,6487,1995,2,138.00,20.70,2008-06-18 09:03:36
1869,1991,28251,13137,4151,1995,1,41.00,6.15,2008-06-18 10:34:49
1887,2019,4649,12195,4152,1995,3,321.00,48.15,2008-06-18 11:37:30
2631,2821,48044,1771,2476,1995,1,49.00,7.35,2008-06-18 03:13:37
3300,3572,42583,5747,4612,1995,4,864.00,129.60,2008-06-18 10:38:56
3340,3616,49313,19415,7865,1995,2,114.00,17.10,2008-06-18 12:14:21
783,800,22245,17980,8323,1996,2,134.00,20.10,2008-06-19 01:33:34
1785,1899,43162,45558,833,1996,4,756.00,113.40,2008-06-19 05:59:34
2238,2410,26382,80,6992,1996,4,544.00,81.60,2008-06-19 07:19:49
2241,2416,42730,25515,179,1996,2,238.00,35.70,2008-06-19 07:31:50
2324,2494,12878,10673,7834,1996,2,378.00,56.70,2008-06-19 11:48:14
2465,2641,16104,45482,4177,1996,2,296.00,44.40,2008-06-19 07:35:09
2985,3181,42265,37373,8087,1996,1,65.00,9.75,2008-06-19 08:21:05
3637,3933,24706,14718,1419,1996,2,340.00,51.00,2008-06-19 12:21:24
411,409,12225,38240,3655,1997,2,168.00,25.20,2008-06-20 09:05:10
508,512,23069,23824,3731,1997,1,225.00,33.75,2008-06-20 07:52:10
1304,1375,30406,4682,1946,1997,2,76.00,11.40,2008-06-20 08:56:28
1583,1688,9092,31367,4461,1997,4,224.00,33.60,2008-06-20 05:30:22
1748,1859,12895,10920,8246,1997,2,56.00,8.40,2008-06-20 04:06:18
2767,2967,40041,31548,4425,1997,4,368.00,55.20,2008-06-20 09:47:18
3113,3333,44631,26348,4178,1997,3,87.00,13.05,2008-06-20 03:19:02
3295,3564,10760,2648,6523,1997,2,158.00,23.70,2008-06-20 10:30:33
3568,3849,44732,29549,5046,1997,1,85.00,12.75,2008-06-20 09:54:15
698,717,9564,6901,1409,1998,4,956.00,143.40,2008-06-21 05:08:20
1294,1369,3801,21882,2052,1998,4,928.00,139.20,2008-06-21 08:01:43
1416,1500,11657,7351,7560,1998,2,262.00,39.30,2008-06-21 04:40:17
1850,1969,427,7863,5804,1998,2,172.00,25.80,2008-06-21 09:35:27
1934,2074,34267,5419,5859,1998,3,420.00,63.00,2008-06-21 01:28:39
2615,2803,31751,31280,1220,1998,2,154.00,23.10,2008-06-21 02:28:20
2766,2967,40041,31926,4425,1998,1,92.00,13.80,2008-06-21 09:43:18
3351,3623,40806,17131,5878,1998,2,406.00,60.90,2008-06-21 12:40:26
271,276,30941,854,7871,1999,4,512.00,76.80,2008-06-22 01:49:02
1958,2107,28717,11446,8771,1999,1,138.00,20.70,2008-06-22 03:20:45
2023,2167,45273,13987,421,1999,2,324.00,48.60,2008-06-22 06:40:26
2047,2194,34773,16297,7221,1999,1,229.00,34.35,2008-06-22 07:57:25
2573,2762,2157,1193,7247,1999,1,28.00,4.20,2008-06-22 12:50:29
2870,3066,8423,20539,8694,1999,4,512.00,76.80,2008-06-22 03:23:04
3451,3729,33447,38733,6001,1999,2,454.00,68.10,2008-06-22 05:06:05
265,269,48328,9609,5801,2000,1,133.00,19.95,2008-06-23 01:10:57
465,465,48232,23438,7867,2000,3,75.00,11.25,2008-06-23 03:08:26
2024,2167,45273,14892,421,2000,3,486.00,72.90,2008-06-23 06:40:50
2582,2770,38504,27418,7792,2000,2,228.00,34.20,2008-06-23 01:10:34
1673,1772,14001,2619,8398,2041,4,524.00,78.60,2008-08-03 10:47:19
1895,2029,42611,3067,586,2041,2,182.00,27.30,2008-08-03 11:59:33
2567,2755,43232,10879,7920,2041,2,460.00,69.00,2008-08-03 12:31:30
2687,2892,49309,8435,4430,2041,2,446.00,66.90,2008-08-03 06:02:45
2750,2957,25819,31647,7896,2041,1,120.00,18.00,2008-08-03 09:14:52
3478,3755,18251,6869,8005,2041,4,380.00,57.00,2008-08-03 06:07:34
11,12,45635,8435,4769,2042,2,130.00,19.50,2008-08-04 03:06:36
54,61,5258,3560,505,2042,2,168.00,25.20,2008-08-04 01:00:41
300,303,15696,1001,7110,2042,1,34.00,5.10,2008-08-04 05:44:02
728,753,49144,256,1533,2042,2,420.00,63.00,2008-08-04 07:48:21
846,862,31933,1440,3413,2042,3,564.00,84.60,2008-08-04 07:16:51
907,917,34889,1636,6959,2042,2,318.00,47.70,2008-08-04 01:21:45
1307,1381,21247,2001,3128,2042,4,780.00,117.00,2008-08-04 09:05:12
1642,1751,10792,47676,4006,2042,2,266.00,39.90,2008-08-04 08:42:57
723,748,8582,1791,7043,2043,4,844.00,126.60,2008-08-05 07:02:14
885,900,22337,3989,7225,2043,4,304.00,45.60,2008-08-05 11:32:37
1070,1089,5034,15212,163,2043,1,86.00,12.90,2008-08-05 03:04:00
2944,3145,23911,31943,3491,2043,1,203.00,30.45,2008-08-05 06:50:49
10,12,45635,10542,4769,2044,1,65.00,9.75,2008-08-06 02:51:55
297,302,15038,9866,3757,2044,4,572.00,85.80,2008-08-06 05:22:47
848,862,31933,2605,3413,2044,2,376.00,56.40,2008-08-06 07:27:03
902,915,31398,18742,2759,2044,4,844.00,126.60,2008-08-06 01:16:17
1126,1166,40222,14550,6821,2044,1,46.00,6.90,2008-08-06 07:51:29
1243,1305,39236,6164,7069,2044,4,424.00,63.60,2008-08-06 04:04:04
1280,1349,48792,17181,5700,2044,3,60.00,9.00,2008-08-06 06:44:02
1655,1757,33752,44607,1746,2044,2,368.00,55.20,2008-08-06 09:30:16
1823,1942,27308,11943,946,2044,4,240.00,36.00,2008-08-06 07:54:08
1995,2143,47034,32858,5969,2044,1,177.00,26.55,2008-08-06 05:30:49
421,423,2128,15750,8299,2045,2,66.00,9.90,2008-08-07 10:03:09
903,915,31398,19517,2759,2045,2,422.00,63.30,2008-08-07 01:17:05
908,917,34889,3495,6959,2045,1,159.00,23.85,2008-08-07 01:22:52
1399,1481,46148,4704,4616,2045,2,326.00,48.90,2008-08-07 03:17:37
1683,1783,36667,39291,2973,2045,1,54.00,8.10,2008-08-07 11:40:01
1861,1975,40186,2326,8165,2045,2,234.00,35.10,2008-08-07 10:14:41
2694,2902,15003,14411,2964,2045,1,121.00,18.15,2008-08-07 06:19:57
3751,4054,44164,14878,7920,2045,2,56.00,8.40,2008-08-07 05:42:54
549,556,10169,26875,4569,2046,6,1098.00,164.70,2008-08-08 12:27:44
1053,1068,2271,23836,2459,2046,4,100.00,15.00,2008-08-08 01:18:26
1125,1166,40222,16566,6821,2046,2,92.00,13.80,2008-08-08 07:34:32
1225,1287,47872,6056,8155,2046,1,67.00,10.05,2008-08-08 03:11:28
132,142,11367,10978,8224,2047,2,276.00,41.40,2008-08-09 12:56:58
189,201,42403,1192,3182,2047,3,261.00,39.15,2008-08-09 12:05:41
299,302,15038,11694,3757,2047,2,286.00,42.90,2008-08-09 05:35:58
380,375,17841,26574,1887,2047,1,39.00,5.85,2008-08-09 04:42:09
1080,1109,47967,12268,3162,2047,4,828.00,124.20,2008-08-09 04:08:24
3019,3213,35139,35401,193,2047,2,212.00,31.80,2008-08-09 09:58:14
3020,3216,48257,2962,8508,2047,2,106.00,15.90,2008-08-09 09:58:49
3311,3583,25338,38072,8223,2047,1,100.00,15.00,2008-08-09 11:17:18
234,241,8525,69,3172,2048,2,318.00,47.70,2008-08-10 06:47:35
1148,1198,8427,4119,6710,2048,2,276.00,41.40,2008-08-10 09:13:41
1172,1219,31567,9486,6894,2048,1,207.00,31.05,2008-08-10 10:55:46
1654,1757,33752,47502,1746,2048,1,184.00,27.60,2008-08-10 09:18:18
2357,2525,14182,22541,8413,2048,1,165.00,24.75,2008-08-10 01:18:16
2761,2964,40821,27699,1875,2048,2,218.00,32.70,2008-08-10 09:32:28
3169,3402,33201,31505,7952,2048,1,55.00,8.25,2008-08-10 05:24:10
3608,3893,25065,2902,2682,2048,1,184.00,27.60,2008-08-10 11:27:53
111,128,15894,8758,121,2049,2,266.00,39.90,2008-08-11 07:47:00
494,496,31786,3865,5031,2049,4,124.00,18.60,2008-08-11 06:23:07
708,731,35675,17441,4149,2049,1,173.00,25.95,2008-08-11 05:49:02
748,772,21212,19007,7521,2049,1,242.00,36.30,2008-08-11 09:33:56
2333,2502,12011,12415,4705,2049,2,354.00,53.10,2008-08-11 12:38:09
2380,2547,31190,21721,8394,2049,1,146.00,21.90,2008-08-11 02:40:19
2882,3076,27911,35401,6768,2049,2,48.00,7.20,2008-08-11 04:03:46
2987,3185,6295,18178,8299,2049,4,640.00,96.00,2008-08-11 08:22:31
3719,4016,47760,13454,5318,2049,4,564.00,84.60,2008-08-11 04:14:02
31,31,22085,8980,4775,2050,2,488.00,73.20,2008-08-12 04:12:02
344,346,4766,26982,4843,2050,1,139.00,20.85,2008-08-12 12:27:35
779,797,20019,8566,296,2050,2,106.00,15.90,2008-08-12 01:01:10
2020,2166,46026,24111,1918,2050,2,460.00,69.00,2008-08-12 06:37:39
3520,3798,22967,2635,599,2050,4,300.00,45.00,2008-08-12 07:45:33
750,773,24342,32876,4334,2051,4,148.00,22.20,2008-08-13 09:51:00
1098,1128,36436,13020,8299,2051,1,88.00,13.20,2008-08-13 05:58:04
1173,1219,31567,11921,6894,2051,2,414.00,62.10,2008-08-13 11:07:11
1996,2143,47034,38441,5969,2051,4,708.00,106.20,2008-08-13 05:37:33
2017,2162,407,9905,5245,2051,2,386.00,57.90,2008-08-13 06:29:46
3609,3895,46667,6742,5382,2051,2,326.00,48.90,2008-08-13 11:29:01
3718,4016,47760,15214,5318,2051,2,282.00,42.30,2008-08-13 04:11:17
500,504,3858,2123,5871,2052,2,340.00,51.00,2008-08-14 06:50:23
1242,1304,26418,30480,2763,2052,1,235.00,35.25,2008-08-14 04:03:20
2016,2162,407,10390,5245,2052,1,193.00,28.95,2008-08-14 06:27:11
2098,2243,39752,40656,270,2052,3,702.00,105.30,2008-08-14 11:58:59
2498,2671,2478,27120,6236,2052,2,176.00,26.40,2008-08-14 09:39:53
2726,2938,26061,13270,6775,2052,1,99.00,14.85,2008-08-14 07:59:56
2760,2962,41569,2071,3899,2052,2,398.00,59.70,2008-08-14 09:30:38
76,96,11679,27699,1501,2053,2,490.00,73.50,2008-08-15 09:07:59
780,797,20019,11455,296,2053,1,53.00,7.95,2008-08-15 01:05:24
253,262,46920,16156,6794,2054,2,174.00,26.10,2008-08-16 09:55:36
911,923,916,10231,6229,2054,1,244.00,36.60,2008-08-16 01:33:17
1213,1268,3945,29746,7025,2054,1,243.00,36.45,2008-08-16 02:19:42
2377,2544,27831,25168,6586,2054,1,117.00,17.55,2008-08-16 02:23:13
2735,2946,6858,38080,5844,2054,1,119.00,17.85,2008-08-16 08:43:52
3701,4007,33414,6164,8797,2054,4,180.00,27.00,2008-08-16 03:26:50
3702,4007,33414,6332,8797,2054,1,45.00,6.75,2008-08-16 03:29:25
3294,3564,10760,5647,6523,2000,1,79.00,11.85,2008-06-23 10:28:00
782,800,22245,22123,8323,2001,1,67.00,10.05,2008-06-24 01:14:20
1196,1245,39410,44197,3672,2001,2,86.00,12.90,2008-06-24 12:31:44
2117,2266,5414,7380,1888,2001,3,576.00,86.40,2008-06-24 01:14:43
509,512,23069,27609,3731,2002,4,900.00,135.00,2008-06-25 07:57:49
2286,2459,42113,4888,1321,2002,2,432.00,64.80,2008-06-25 09:49:00
3490,3765,45407,27009,6041,2002,2,348.00,52.20,2008-06-25 06:27:22
3724,4021,355,12641,15,2002,2,246.00,36.90,2008-06-25 04:29:30
7,10,24858,7952,3375,2003,4,788.00,118.20,2008-06-26 12:56:06
349,349,34039,35587,4417,2003,2,486.00,72.90,2008-06-26 01:07:26
466,465,48232,26005,7867,2003,1,25.00,3.75,2008-06-26 03:15:02
899,913,3945,3911,4497,2003,1,100.00,15.00,2008-06-26 01:04:53
1900,2034,22571,29467,5120,2003,3,573.00,85.95,2008-06-26 12:15:34
691,711,25443,9609,4860,2004,1,47.00,7.05,2008-06-27 04:32:01
1838,1958,10133,7610,1642,2004,2,72.00,10.80,2008-06-27 08:56:10
3250,3496,16269,30475,5129,2004,4,700.00,105.00,2008-06-27 08:35:54
2874,3072,7504,4946,6411,2005,2,90.00,13.50,2008-06-28 03:39:16
3162,3392,45734,23264,2980,2005,2,372.00,55.80,2008-06-28 05:01:45
900,913,3945,6578,4497,2006,2,200.00,30.00,2008-06-29 01:06:32
3147,3371,2759,16112,5033,2006,2,392.00,58.80,2008-06-29 04:41:28
3178,3412,39526,12076,7386,2006,4,736.00,110.40,2008-06-29 05:48:30
3350,3623,40806,23366,5878,2006,4,812.00,121.80,2008-06-29 12:39:16
3360,3633,24464,6609,6089,2006,2,106.00,15.90,2008-06-29 01:03:23
3475,3749,26084,941,1016,2006,2,164.00,24.60,2008-06-29 06:01:14
692,711,25443,12152,4860,2007,2,94.00,14.10,2008-06-30 04:40:02
1229,1290,16542,9486,3266,2007,1,172.00,25.80,2008-06-30 03:21:21
1271,1335,33787,10175,4230,2007,1,47.00,7.05,2008-06-30 05:54:55
1928,2071,44212,25972,7814,2007,2,482.00,72.30,2008-06-30 01:14:34
2325,2494,12878,19712,7834,2007,1,189.00,28.35,2008-06-30 11:49:23
2344,2512,15876,43940,2617,2007,1,241.00,36.15,2008-06-30 12:52:37
3174,3406,38736,24584,161,2007,4,944.00,141.60,2008-06-30 05:37:39
3211,3446,48062,7951,2447,2007,3,330.00,49.50,2008-06-30 07:03:17
3328,3602,38008,21386,6958,2007,2,128.00,19.20,2008-06-30 11:55:31
1363,1437,10813,1639,8082,2008,2,252.00,37.80,2008-07-01 12:41:38
2025,2169,11756,6065,4080,2008,4,656.00,98.40,2008-07-01 06:45:28
2399,2562,24001,8222,7333,2008,4,640.00,96.00,2008-07-01 03:51:07
2630,2821,48044,13075,2476,2008,2,98.00,14.70,2008-07-01 03:13:20
1936,2079,15849,45655,1011,2009,2,310.00,46.50,2008-07-02 01:36:09
2118,2266,5414,13656,1888,2009,2,384.00,57.60,2008-07-02 01:17:29
3653,3946,2930,13622,821,2009,2,136.00,20.40,2008-07-02 01:07:30
1181,1225,8245,11611,5471,2010,1,21.00,3.15,2008-07-03 11:32:44
1959,2107,28717,20350,8771,2010,2,276.00,41.40,2008-07-03 03:21:23
1961,2108,32096,1645,6130,2010,1,39.00,5.85,2008-07-03 03:24:04
2046,2194,34773,25035,7221,2010,3,687.00,103.05,2008-07-03 07:54:43
2166,2323,39777,19697,1719,2010,4,952.00,142.80,2008-07-03 04:14:59
2794,2991,38128,6803,2297,2010,1,120.00,18.00,2008-07-03 11:25:16
2828,3027,9011,40955,166,2010,2,98.00,14.70,2008-07-03 01:07:39
3117,3338,42543,29128,7404,2010,1,141.00,21.15,2008-07-03 03:24:22
3214,3450,49923,3517,1915,2010,3,501.00,75.15,2008-07-03 07:14:01
3587,3872,46725,6668,5354,2010,1,207.00,31.05,2008-07-03 10:49:04
1293,1369,3801,33026,2052,2011,3,696.00,104.40,2008-07-04 07:58:53
1764,1878,31399,14829,6578,2011,4,200.00,30.00,2008-07-04 04:48:55
1989,2140,9457,35625,438,2011,2,106.00,15.90,2008-07-04 05:12:28
2027,2169,11756,9126,4080,2011,1,164.00,24.60,2008-07-04 06:49:11
2092,2238,24190,271,1149,2011,1,71.00,10.65,2008-07-04 11:22:42
3148,3371,2759,20649,5033,2011,1,196.00,29.40,2008-07-04 04:41:33
40,39,7312,16758,536,2012,1,209.00,31.35,2008-07-05 07:15:30
101,121,36856,6860,219,2012,1,52.00,7.80,2008-07-05 04:59:36
1270,1335,33787,14741,4230,2012,2,94.00,14.10,2008-07-05 05:52:21
1622,1735,45123,10789,7280,2012,1,83.00,12.45,2008-07-05 07:13:10
2026,2169,11756,9898,4080,2012,2,328.00,49.20,2008-07-05 06:48:49
2312,2482,17441,24798,7662,2012,1,170.00,25.50,2008-07-05 10:59:46
2829,3027,9011,43267,166,2012,1,49.00,7.35,2008-07-05 01:11:59
3399,3682,3452,3455,3778,2012,3,123.00,18.45,2008-07-05 03:00:00
376,373,1863,10853,8652,2013,2,478.00,71.70,2008-07-06 04:25:12
1935,2074,34267,18176,5859,2013,1,140.00,21.00,2008-07-06 01:32:39
2594,2784,22649,27418,8030,2013,2,240.00,36.00,2008-07-06 01:41:33
3161,3392,45734,29976,2980,2013,1,186.00,27.90,2008-07-06 04:59:12
3349,3623,40806,29451,5878,2013,1,203.00,30.45,2008-07-06 12:37:42
3425,3705,9157,36738,991,2013,3,246.00,36.90,2008-07-06 04:08:02
3712,4013,49126,349,6043,2013,1,105.00,15.75,2008-07-06 03:56:19
102,121,36856,8935,219,2014,2,104.00,15.60,2008-07-07 05:11:22
1123,1157,32737,6176,7683,2014,4,688.00,103.20,2008-07-07 07:26:57
2030,2171,13528,10613,6718,2014,2,306.00,45.90,2008-07-07 06:58:56
2240,2416,42730,40086,179,2014,1,119.00,17.85,2008-07-07 07:26:14
3179,3412,39526,18334,7386,2014,3,552.00,82.80,2008-07-07 05:51:18
3426,3705,9157,37661,991,2014,1,82.00,12.30,2008-07-07 04:10:16
1269,1335,33787,17450,4230,2015,3,141.00,21.15,2008-07-08 05:44:48
1909,2050,41312,7560,5741,2015,1,249.00,37.35,2008-07-08 12:31:22
2209,2379,20130,23052,6572,2015,4,496.00,74.40,2008-07-08 05:57:58
274,278,4616,20440,5893,2016,4,744.00,111.60,2008-07-09 02:29:16
971,982,32350,9408,7414,2016,1,22.00,3.30,2008-07-09 06:26:48
1362,1437,10813,7889,8082,2016,1,126.00,18.90,2008-07-09 12:35:58
1590,1701,18332,13719,7353,2016,2,484.00,72.60,2008-07-09 05:55:53
1896,2030,29254,16745,8684,2016,1,96.00,14.40,2008-07-09 11:59:33
1960,2108,32096,5928,6130,2016,3,117.00,17.55,2008-07-09 03:23:59
3325,3598,20698,13809,1975,2016,2,186.00,27.90,2008-07-09 11:52:19
8,10,24858,19715,3375,2017,1,197.00,29.55,2008-07-10 02:12:36
320,317,26488,1001,8178,2017,1,203.00,30.45,2008-07-10 09:33:13
721,747,31079,1001,6328,2017,1,243.00,36.45,2008-07-10 06:58:10
980,991,31861,209,410,2017,1,250.00,37.50,2008-07-10 06:50:23
1295,1369,3801,37978,2052,2017,1,232.00,34.80,2008-07-10 08:02:52
1929,2071,44212,34385,7814,2017,1,241.00,36.15,2008-07-10 01:18:02
292,294,36013,16365,6130,2055,4,596.00,89.40,2008-08-17 04:38:23
1802,1915,4900,27186,3491,2055,4,720.00,108.00,2008-08-17 06:43:05
1925,2068,33301,2547,4975,2055,3,561.00,84.15,2008-08-17 01:12:20
2021,2166,46026,27872,1918,2055,1,230.00,34.50,2008-08-17 06:37:59
2920,3115,26222,4153,4121,2055,6,1206.00,180.90,2008-08-17 05:31:24
3717,4016,47760,18436,5318,2055,3,423.00,63.45,2008-08-17 04:09:25
443,439,24900,1993,6766,2056,2,304.00,45.60,2008-08-18 01:09:01
847,862,31933,12861,3413,2056,1,188.00,28.20,2008-08-18 07:26:55
1136,1179,17945,24071,1869,2056,4,596.00,89.40,2008-08-18 08:24:39
2359,2526,19160,5392,147,2056,1,88.00,13.20,2008-08-18 01:27:50
2608,2795,27708,1492,4990,2056,2,338.00,50.70,2008-08-18 02:09:12
381,375,17841,34724,1887,2057,3,117.00,17.55,2008-08-19 04:46:37
1288,1362,32077,437,8218,2057,4,968.00,145.20,2008-08-19 07:26:07
1306,1380,7634,27494,7982,2057,4,564.00,84.60,2008-08-19 09:04:04
1310,1383,9421,18126,7982,2057,4,412.00,61.80,2008-08-19 09:12:39
1927,2068,33301,4188,4975,2057,2,374.00,56.10,2008-08-19 01:13:20
434,434,30365,9046,1176,2058,2,212.00,31.80,2008-08-20 11:36:10
1319,1391,16527,814,665,2058,4,228.00,34.20,2008-08-20 10:04:15
1568,1668,33434,40480,8336,2058,1,80.00,12.00,2008-08-20 04:44:37
1763,1877,42669,5419,1194,2058,3,675.00,101.25,2008-08-20 04:47:39
2019,2164,5527,8261,6492,2058,2,266.00,39.90,2008-08-20 06:33:59
2358,2526,19160,7170,147,2058,2,176.00,26.40,2008-08-20 01:21:57
2921,3115,26222,6584,4121,2058,1,201.00,30.15,2008-08-20 05:33:47
3656,3952,30275,10361,5030,2058,1,244.00,36.60,2008-08-20 01:12:10
13,14,12651,1664,2762,2059,2,244.00,36.60,2008-08-21 03:39:06
55,61,5258,18235,505,2059,1,84.00,12.60,2008-08-21 01:47:10
324,319,44828,11912,1304,2059,1,160.00,24.00,2008-08-21 10:04:17
2885,3078,41386,2458,1420,2059,1,60.00,9.00,2008-08-21 04:11:15
3352,3624,31747,36973,1761,2059,2,316.00,47.40,2008-08-21 12:45:30
1127,1166,40222,28018,6821,2060,4,184.00,27.60,2008-08-22 08:00:57
1477,1559,1311,16745,693,2060,1,45.00,6.75,2008-08-22 09:43:39
357,352,45893,23179,6685,2061,2,476.00,71.40,2008-08-23 02:01:47
502,504,3858,9547,5871,2061,4,680.00,102.00,2008-08-23 06:57:40
949,951,4737,12152,4511,2061,2,340.00,51.00,2008-08-23 04:21:15
1186,1237,25563,42439,5639,2061,3,255.00,38.25,2008-08-23 11:54:33
1355,1423,22810,15521,7006,2061,3,516.00,77.40,2008-08-23 12:22:45
1974,2125,45337,162,62,2061,1,203.00,30.45,2008-08-23 04:22:58
2056,2203,20059,1632,2247,2061,2,458.00,68.70,2008-08-23 08:52:32
74,90,24855,25569,299,2062,2,424.00,63.60,2008-08-24 08:08:14
1607,1716,34205,1424,70,2062,4,536.00,80.40,2008-08-24 06:27:25
2058,2205,32956,9229,1671,2062,1,38.00,5.70,2008-08-24 09:04:55
2937,3138,22862,4977,3485,2062,1,135.00,20.25,2008-08-24 06:12:44
3461,3738,32487,1277,5258,2062,2,162.00,24.30,2008-08-24 05:28:46
2057,2203,20059,2839,2247,2063,4,916.00,137.40,2008-08-25 09:02:55
2165,2321,12371,33320,1072,2063,1,149.00,22.35,2008-08-25 04:14:14
2216,2385,32550,32420,5221,2063,1,27.00,4.05,2008-08-25 06:09:57
3378,3663,33950,8346,2724,2063,1,148.00,22.20,2008-08-25 01:40:31
3657,3952,30275,14269,5030,2063,4,976.00,146.40,2008-08-25 01:12:27
152,160,9209,10632,8370,2064,2,230.00,34.50,2008-08-26 04:55:37
501,504,3858,11773,5871,2064,3,510.00,76.50,2008-08-26 06:55:32
2872,3070,12592,11422,2443,2064,3,540.00,81.00,2008-08-26 03:25:43
751,773,24342,44437,4334,2065,1,37.00,5.55,2008-08-27 09:52:13
909,919,45301,3495,1318,2065,1,102.00,15.30,2008-08-27 01:26:08
2999,3194,3638,8303,3134,2065,1,133.00,19.95,2008-08-27 09:01:21
3492,3766,2689,5713,7303,2065,4,188.00,28.20,2008-08-27 06:31:59
