listid,sellerid,eventid,dateid,numtickets,priceperticket,totalprice,listtime
56394,18890,1356,2024,8,139.00,1112.00,2008-07-17 01:22:09
62051,14975,8472,2024,3,154.00,462.00,2008-07-17 09:28:25
67312,42340,6097,2024,3,385.00,1155.00,2008-07-17 12:33:06
71848,49746,696,2024,24,167.00,4008.00,2008-07-17 06:59:07
77324,41016,2443,2024,20,33.00,660.00,2008-07-17 11:15:26
82634,6314,7821,2024,4,191.00,764.00,2008-07-17 09:20:05
89009,10504,531,2024,20,381.00,7620.00,2008-07-17 03:13:56
98293,45671,7565,2024,24,354.00,8496.00,2008-07-17 03:15:30
104773,2877,8284,2024,14,380.00,5320.00,2008-07-17 08:05:41
113605,38620,1310,2024,6,312.00,1872.00,2008-07-17 05:58:42
120580,15824,8204,2024,4,446.00,1784.00,2008-07-17 04:05:57
128139,27311,8581,2024,1,53.00,53.00,2008-07-17 04:14:42
134453,44587,1501,2024,5,302.00,1510.00,2008-07-17 11:41:06
140423,36448,1027,2024,14,322.00,4508.00,2008-07-17 09:04:21
147215,32171,5562,2024,1,254.00,254.00,2008-07-17 04:35:41
152288,17079,7696,2024,14,191.00,2674.00,2008-07-17 01:09:57
157449,33201,5969,2024,22,218.00,4796.00,2008-07-17 10:21:35
162095,2897,708,2024,14,265.00,3710.00,2008-07-17 05:33:53
170776,47701,4059,2024,22,193.00,4246.00,2008-07-17 10:46:49
175119,30914,611,2024,8,64.00,512.00,2008-07-17 07:53:46
207695,21080,544,2024,3,1798.00,5394.00,2008-07-17 03:34:00
213014,20378,5429,2024,2,791.00,1582.00,2008-07-17 01:06:34
221804,9585,8367,2024,5,1021.00,5105.00,2008-07-17 11:23:38
230817,24291,2940,2024,3,1965.00,5895.00,2008-07-17 11:08:26
233872,6871,8247,2024,1,971.00,971.00,2008-07-17 12:36:19
5717,40919,8264,2025,18,200.00,3600.00,2008-07-18 03:43:13
14850,33539,6209,2025,20,143.00,2860.00,2008-07-18 07:50:40
20132,26397,6012,2025,26,66.00,1716.00,2008-07-18 12:53:18
25391,8446,1382,2025,16,181.00,2896.00,2008-07-18 04:11:20
34588,10678,8371,2025,1,318.00,318.00,2008-07-18 07:51:50
42853,6740,4424,2025,1,174.00,174.00,2008-07-18 12:43:31
49547,32843,1875,2025,14,198.00,2772.00,2008-07-18 10:17:50
57375,47491,3556,2025,16,223.00,3568.00,2008-07-18 06:47:54
64941,49274,8451,2025,12,481.00,5772.00,2008-07-18 05:42:34
71204,28813,1115,2025,3,294.00,882.00,2008-07-18 08:31:32
77617,19215,6134,2025,8,389.00,3112.00,2008-07-18 11:43:24
82678,5757,6936,2025,24,247.00,5928.00,2008-07-18 10:07:00
89003,25814,6822,2025,16,350.00,5600.00,2008-07-18 10:44:34
96201,6354,7305,2025,12,109.00,1308.00,2008-07-18 12:10:48
106630,1300,7448,2025,7,386.00,2702.00,2008-07-18 09:28:08
115399,41158,5908,2025,5,99.00,495.00,2008-07-18 09:19:14
121832,27268,1121,2025,6,270.00,1620.00,2008-07-18 07:00:35
127964,12560,5908,2025,1,135.00,135.00,2008-07-18 07:47:43
132961,41276,5440,2025,20,75.00,1500.00,2008-07-18 08:54:56
143285,14108,884,2025,24,334.00,8016.00,2008-07-18 02:55:52
154105,39480,3251,2025,12,169.00,2028.00,2008-07-18 08:51:38
163921,9357,220,2025,6,135.00,810.00,2008-07-18 05:22:45
170158,21434,4537,2025,12,463.00,5556.00,2008-07-18 09:28:04
175462,602,77,2025,5,467.00,2335.00,2008-07-18 05:11:53
207443,47982,2679,2025,4,466.00,1864.00,2008-07-18 12:00:54
215432,3940,2085,2025,4,1672.00,6688.00,2008-07-18 07:17:50
225782,11523,5240,2025,7,2330.00,16310.00,2008-07-18 12:09:53
232854,17138,7756,2025,3,923.00,2769.00,2008-07-18 08:29:51
4865,19862,5076,2026,7,204.00,1428.00,2008-07-19 10:05:51
12244,31687,2763,2026,28,47.00,1316.00,2008-07-19 01:15:50
18452,23242,1128,2026,14,21.00,294.00,2008-07-19 12:42:56
23616,23157,57,2026,22,142.00,3124.00,2008-07-19 12:24:39
31897,13355,6608,2026,2,248.00,496.00,2008-07-19 02:53:44
34394,38125,5521,2026,6,326.00,1956.00,2008-07-19 05:20:34
40390,3243,1484,2026,10,68.00,680.00,2008-07-19 01:34:19
49161,14168,6020,2026,8,248.00,1984.00,2008-07-19 07:14:38
57731,23492,3056,2026,18,129.00,2322.00,2008-07-19 08:55:32
63079,16321,3413,2026,14,243.00,3402.00,2008-07-19 09:40:58
75701,4942,5756,2026,7,363.00,2541.00,2008-07-19 02:56:58
85404,40398,2298,2026,20,476.00,9520.00,2008-07-19 01:50:30
90022,11978,4170,2026,22,69.00,1518.00,2008-07-19 10:03:37
98133,40653,827,2026,2,252.00,504.00,2008-07-19 10:43:27
106150,37144,987,2026,12,488.00,5856.00,2008-07-19 08:59:53
115019,42039,2955,2026,10,404.00,4040.00,2008-07-19 12:23:31
123570,14026,876,2026,9,340.00,3060.00,2008-07-19 02:14:15
129338,39216,4093,2026,6,493.00,2958.00,2008-07-19 01:55:30
133465,47439,7506,2026,24,433.00,10392.00,2008-07-19 04:03:05
137382,28915,1631,2026,9,483.00,4347.00,2008-07-19 01:45:34
143663,42558,2629,2026,7,164.00,1148.00,2008-07-19 02:14:10
156787,8226,6706,2026,4,395.00,1580.00,2008-07-19 08:39:35
166268,20468,6822,2026,8,358.00,2864.00,2008-07-19 04:25:22
172133,11008,7130,2026,16,311.00,4976.00,2008-07-19 07:29:36
177043,26505,6446,2026,1,271.00,271.00,2008-07-19 05:46:32
206615,29510,4285,2026,5,502.00,2510.00,2008-07-19 03:56:38
211378,10015,916,2026,7,721.00,5047.00,2008-07-19 12:02:04
223028,40828,3500,2026,5,550.00,2750.00,2008-07-19 01:02:26
233153,23339,6862,2026,2,1156.00,2312.00,2008-07-19 03:14:32
1107,9932,7976,2027,4,200.00,800.00,2008-07-20 01:48:09
7845,36610,3056,2027,16,148.00,2368.00,2008-07-20 08:13:26
17308,8856,8048,2027,10,67.00,670.00,2008-07-20 07:26:08
22809,19163,3081,2027,14,68.00,952.00,2008-07-20 09:34:44
34242,15467,3951,2027,4,205.00,820.00,2008-07-20 10:17:29
41387,35425,3695,2027,10,234.00,2340.00,2008-07-20 07:00:59
54842,1022,5388,2027,4,137.00,548.00,2008-07-20 06:27:46
61270,47628,1847,2027,22,215.00,4730.00,2008-07-20 04:44:05
72509,19233,2129,2027,22,105.00,2310.00,2008-07-20 02:33:27
76779,47264,5269,2027,14,115.00,1610.00,2008-07-20 05:27:48
87357,29831,6051,2027,20,78.00,1560.00,2008-07-20 05:57:59
95749,45726,3186,2027,1,33.00,33.00,2008-07-20 02:57:55
99516,36341,916,2027,10,456.00,4560.00,2008-07-20 05:53:57
108429,23287,8625,2027,8,439.00,3512.00,2008-07-20 07:18:55
115308,49237,6946,2027,3,465.00,1395.00,2008-07-20 08:15:53
120594,42132,6342,2027,5,79.00,395.00,2008-07-20 07:33:28
127915,33131,825,2027,16,210.00,3360.00,2008-07-20 10:15:36
140704,15063,77,2027,22,179.00,3938.00,2008-07-20 07:16:44
145316,48727,1205,2027,2,41.00,82.00,2008-07-20 09:29:14
157931,7521,2165,2027,6,364.00,2184.00,2008-07-20 07:33:40
161024,32470,6745,2027,8,152.00,1216.00,2008-07-20 05:22:58
164972,15933,20,2027,6,106.00,636.00,2008-07-20 01:32:50
171159,26885,8677,2027,20,395.00,7900.00,2008-07-20 04:31:16
206505,3548,3081,2027,2,1882.00,3764.00,2008-07-20 03:18:25
216469,43443,4674,2027,4,828.00,3312.00,2008-07-20 10:25:24
221895,17390,158,2027,7,1941.00,13587.00,2008-07-20 05:54:09
228562,42783,555,2027,4,1258.00,5032.00,2008-07-20 11:03:16
235478,3364,8749,2027,1,1797.00,1797.00,2008-07-20 05:15:27
4054,44164,7920,2028,4,28.00,112.00,2008-07-21 08:23:01
12229,35572,8388,2028,18,79.00,1422.00,2008-07-21 07:15:46
16040,40346,8631,2028,3,46.00,138.00,2008-07-21 03:01:06
23993,45895,7856,2028,14,208.00,2912.00,2008-07-21 10:35:47
27824,3133,3427,2028,6,101.00,606.00,2008-07-21 05:26:33
40021,15959,371,2028,9,120.00,1080.00,2008-07-21 11:35:09
45891,13550,6666,2028,20,350.00,7000.00,2008-07-21 07:50:10
51600,27165,6993,2028,24,308.00,7392.00,2008-07-21 10:17:26
60731,39663,2655,2028,24,450.00,10800.00,2008-07-21 05:18:37
64922,8759,3262,2028,8,420.00,3360.00,2008-07-21 01:01:36
69398,48987,4352,2028,20,140.00,2800.00,2008-07-21 10:14:33
75911,17849,7649,2028,6,471.00,2826.00,2008-07-21 12:56:24
81717,43594,8286,2028,2,323.00,646.00,2008-07-21 03:27:19
90092,24258,299,2028,12,87.00,1044.00,2008-07-21 11:41:08
96445,29381,6020,2028,6,72.00,432.00,2008-07-21 02:52:51
103410,44767,3298,2028,4,447.00,1788.00,2008-07-21 01:19:51
110941,3844,8030,2028,14,189.00,2646.00,2008-07-21 12:12:09
115476,15976,3773,2028,7,333.00,2331.00,2008-07-21 11:46:40
124878,16390,7601,2028,4,409.00,1636.00,2008-07-21 02:38:18
134652,44607,77,2028,4,341.00,1364.00,2008-07-21 10:28:50
143556,28396,7836,2028,8,354.00,2832.00,2008-07-21 04:40:06
149830,36415,8010,2028,7,137.00,959.00,2008-07-21 01:24:02
159238,31098,5512,2028,20,318.00,6360.00,2008-07-21 06:58:56
169596,47942,235,2028,9,417.00,3753.00,2008-07-21 08:19:11
177147,12721,642,2028,2,452.00,904.00,2008-07-21 01:43:28
212295,41988,4640,2028,3,2484.00,7452.00,2008-07-21 06:54:21
218961,21207,4027,2028,1,1565.00,1565.00,2008-07-21 10:33:05
228543,30451,1793,2028,7,1532.00,10724.00,2008-07-21 07:14:37
232867,14459,8312,2028,8,494.00,3952.00,2008-07-21 01:53:42
5500,14251,8615,2029,30,221.00,6630.00,2008-07-22 01:39:01
14271,2072,3106,2029,1,215.00,215.00,2008-07-22 12:11:23
22082,26246,7432,2029,4,92.00,368.00,2008-07-22 09:47:12
31414,5773,3972,2029,5,342.00,1710.00,2008-07-22 10:57:21
38247,29030,7302,2029,5,56.00,280.00,2008-07-22 03:18:38
45149,14776,5113,2029,10,206.00,2060.00,2008-07-22 04:28:21
55909,25867,7253,2029,10,25.00,250.00,2008-07-22 02:46:28
62645,13734,772,2029,3,127.00,381.00,2008-07-22 11:50:26
70126,484,8142,2029,14,295.00,4130.00,2008-07-22 04:54:41
74149,25672,4717,2029,5,227.00,1135.00,2008-07-22 03:30:24
79405,3802,5401,2029,2,424.00,848.00,2008-07-22 12:56:09
85339,44983,9,2029,5,45.00,225.00,2008-07-22 03:03:20
93969,43283,4995,2029,10,170.00,1700.00,2008-07-22 05:38:27
206808,13256,1914,2011,2,1896.00,3792.00,2008-07-04 10:08:37
221999,31402,8424,2011,1,1275.00,1275.00,2008-07-04 04:00:08
228922,27638,8592,2011,2,399.00,798.00,2008-07-04 06:37:58
5618,23468,5958,2012,8,90.00,720.00,2008-07-05 11:53:07
13444,12262,8508,2012,20,159.00,3180.00,2008-07-05 05:55:25
25502,48905,5588,2012,30,218.00,6540.00,2008-07-05 12:30:10
32572,23971,6507,2012,18,175.00,3150.00,2008-07-05 12:47:16
37464,31781,7224,2012,2,69.00,138.00,2008-07-05 05:13:51
40345,7433,8588,2012,6,172.00,1032.00,2008-07-05 12:12:26
50142,22884,8598,2012,3,152.00,456.00,2008-07-05 08:11:50
57634,6541,8128,2012,4,190.00,760.00,2008-07-05 09:14:08
68965,33870,5510,2012,1,494.00,494.00,2008-07-05 10:57:54
77031,9724,2968,2012,5,469.00,2345.00,2008-07-05 02:11:21
89228,45308,414,2012,14,127.00,1778.00,2008-07-05 03:44:18
95298,30647,4181,2012,3,371.00,1113.00,2008-07-05 12:07:41
106720,6397,1819,2012,18,340.00,6120.00,2008-07-05 11:20:21
116170,22091,4261,2012,2,472.00,944.00,2008-07-05 01:57:28
122946,47168,5211,2012,20,138.00,2760.00,2008-07-05 05:57:40
128694,47830,2050,2012,1,135.00,135.00,2008-07-05 04:07:06
134273,15867,8091,2012,7,191.00,1337.00,2008-07-05 06:08:36
141328,3745,451,2012,9,264.00,2376.00,2008-07-05 04:32:33
144980,36915,6505,2012,9,275.00,2475.00,2008-07-05 09:25:06
153456,34063,1205,2012,10,214.00,2140.00,2008-07-05 02:03:35
163337,2683,2447,2012,2,351.00,702.00,2008-07-05 08:39:23
166870,4543,8136,2012,5,325.00,1625.00,2008-07-05 02:12:41
175025,24462,2750,2012,22,238.00,5236.00,2008-07-05 04:51:37
207432,35164,1117,2012,5,2100.00,10500.00,2008-07-05 12:05:25
211594,38304,2329,2012,6,2210.00,13260.00,2008-07-05 06:54:15
219713,21880,2434,2012,3,588.00,1764.00,2008-07-05 05:05:09
229083,5342,997,2012,4,2216.00,8864.00,2008-07-05 09:06:39
3890,40935,4661,2013,8,132.00,1056.00,2008-07-06 07:13:51
12821,22702,4427,2013,30,50.00,1500.00,2008-07-06 03:50:56
20030,25155,7522,2013,16,140.00,2240.00,2008-07-06 03:22:13
24657,37113,1672,2013,10,57.00,570.00,2008-07-06 01:24:17
36121,17510,3992,2013,20,125.00,2500.00,2008-07-06 09:36:43
44597,18373,7631,2013,20,131.00,2620.00,2008-07-06 09:55:55
53335,35141,933,2013,7,87.00,609.00,2008-07-06 11:17:29
60721,21919,1200,2013,8,269.00,2152.00,2008-07-06 01:01:41
72672,9508,4522,2013,24,207.00,4968.00,2008-07-06 04:10:10
84227,18003,8733,2013,24,222.00,5328.00,2008-07-06 04:47:13
92666,17395,3456,2013,6,395.00,2370.00,2008-07-06 01:14:29
100114,31754,229,2013,16,345.00,5520.00,2008-07-06 12:59:58
110035,35008,388,2013,18,482.00,8676.00,2008-07-06 12:33:04
116260,27241,6555,2013,7,173.00,1211.00,2008-07-06 08:25:01
126894,23031,7221,2013,12,490.00,5880.00,2008-07-06 06:08:53
135560,3302,418,2013,8,456.00,3648.00,2008-07-06 06:35:13
143767,17373,8508,2013,3,120.00,360.00,2008-07-06 01:09:02
155495,15034,709,2013,22,318.00,6996.00,2008-07-06 06:39:06
162064,14863,7025,2013,9,174.00,1566.00,2008-07-06 12:26:32
169884,19362,2085,2013,3,58.00,174.00,2008-07-06 04:22:53
205388,27224,4988,2013,7,1813.00,12691.00,2008-07-06 12:14:03
215532,16679,8194,2013,8,697.00,5576.00,2008-07-06 01:26:54
227327,37520,7031,2013,6,1608.00,9648.00,2008-07-06 01:49:56
2737,21097,2928,2014,10,240.00,2400.00,2008-07-07 03:33:47
12420,9344,7224,2014,3,190.00,570.00,2008-07-07 06:50:35
20032,35339,2998,2014,7,240.00,1680.00,2008-07-07 10:55:02
30761,49527,8708,2014,10,297.00,2970.00,2008-07-07 06:34:43
36764,41755,7974,2014,18,117.00,2106.00,2008-07-07 05:29:14
42293,47141,981,2014,8,308.00,2464.00,2008-07-07 01:35:22
53934,39983,4070,2014,3,158.00,474.00,2008-07-07 02:10:39
59792,14516,8512,2014,20,159.00,3180.00,2008-07-07 12:43:27
67237,15991,4207,2014,1,457.00,457.00,2008-07-07 08:53:45
70220,17991,6831,2014,3,336.00,1008.00,2008-07-07 09:04:39
74989,24827,5523,2014,18,212.00,3816.00,2008-07-07 08:49:11
83118,23442,3907,2014,10,164.00,1640.00,2008-07-07 01:51:04
91533,17177,4882,2014,18,485.00,8730.00,2008-07-07 09:54:29
97845,43334,7572,2014,24,278.00,6672.00,2008-07-07 10:24:06
104539,30656,8334,2014,8,423.00,3384.00,2008-07-07 02:23:45
111514,22062,7951,2014,10,91.00,910.00,2008-07-07 04:15:35
115953,6820,6511,2014,20,83.00,1660.00,2008-07-07 07:48:51
121266,3980,4007,2014,12,394.00,4728.00,2008-07-07 05:42:55
128498,23730,8180,2014,18,149.00,2682.00,2008-07-07 08:40:48
137164,15268,8598,2014,5,191.00,955.00,2008-07-07 10:37:57
144930,2766,4630,2014,6,291.00,1746.00,2008-07-07 02:25:07
152710,18982,4006,2014,7,61.00,427.00,2008-07-07 04:44:50
159788,40353,3000,2014,7,235.00,1645.00,2008-07-07 06:16:39
165693,22300,2955,2014,18,76.00,1368.00,2008-07-07 03:24:39
177600,48330,3737,2014,24,457.00,10968.00,2008-07-07 08:59:54
208982,47120,5091,2014,6,1753.00,10518.00,2008-07-07 09:57:34
219455,18311,7480,2014,4,615.00,2460.00,2008-07-07 08:50:47
229882,22524,4060,2014,8,1451.00,11608.00,2008-07-07 09:01:05
473,1142,6831,2015,9,236.00,2124.00,2008-07-08 08:06:35
8485,36961,2599,2015,22,187.00,4114.00,2008-07-08 07:17:01
16280,17838,837,2015,18,84.00,1512.00,2008-07-08 09:31:44
26022,18477,5361,2015,4,215.00,860.00,2008-07-08 12:22:28
36262,35477,7707,2015,4,242.00,968.00,2008-07-08 11:18:08
42552,41198,2391,2015,8,244.00,1952.00,2008-07-08 04:51:02
51477,37443,3076,2015,8,159.00,1272.00,2008-07-08 03:53:52
58947,3344,1789,2015,20,194.00,3880.00,2008-07-08 12:12:36
65001,23000,5969,2015,2,429.00,858.00,2008-07-08 08:42:08
77073,170,2033,2015,6,122.00,732.00,2008-07-08 11:58:02
81982,43789,7896,2015,24,418.00,10032.00,2008-07-08 10:57:53
86470,15663,8112,2015,24,427.00,10248.00,2008-07-08 03:28:41
91463,21981,6775,2015,10,397.00,3970.00,2008-07-08 11:55:00
96755,19664,4147,2015,20,102.00,2040.00,2008-07-08 02:26:38
108790,40419,7767,2015,8,148.00,1184.00,2008-07-08 10:48:21
116744,44570,3491,2015,8,420.00,3360.00,2008-07-08 03:22:56
126678,19272,7864,2015,20,81.00,1620.00,2008-07-08 03:00:43
135019,285,2496,2015,16,268.00,4288.00,2008-07-08 12:26:04
142147,8690,7953,2015,20,54.00,1080.00,2008-07-08 10:48:22
147010,11727,3923,2015,1,207.00,207.00,2008-07-08 04:06:42
156381,39665,3882,2015,2,51.00,102.00,2008-07-08 08:05:54
161407,18,7194,2015,9,480.00,4320.00,2008-07-08 03:55:12
172666,34696,4145,2015,16,155.00,2480.00,2008-07-08 08:53:13
207269,34121,7137,2015,3,2269.00,6807.00,2008-07-08 04:18:11
215883,10473,4569,2015,8,782.00,6256.00,2008-07-08 05:43:14
224572,32610,4066,2015,5,496.00,2480.00,2008-07-08 06:29:34
234261,1221,4087,2015,7,1267.00,8869.00,2008-07-08 06:42:56
12149,49931,5206,2016,16,226.00,3616.00,2008-07-09 06:07:05
16674,31323,3673,2016,28,93.00,2604.00,2008-07-09 12:37:09
23597,44267,1799,2016,12,241.00,2892.00,2008-07-09 06:13:11
38422,35427,5342,2016,12,306.00,3672.00,2008-07-09 03:13:57
47029,14714,7033,2016,20,200.00,4000.00,2008-07-09 01:13:42
59769,9813,450,2016,12,63.00,756.00,2008-07-09 01:23:29
68482,5215,7225,2016,14,303.00,4242.00,2008-07-09 11:54:54
78717,7088,1223,2016,10,430.00,4300.00,2008-07-09 11:09:12
88691,15181,3701,2016,1,104.00,104.00,2008-07-09 06:42:13
97180,13339,7821,2016,3,180.00,540.00,2008-07-09 05:00:39
102167,47566,6209,2016,14,214.00,2996.00,2008-07-09 09:16:30
109034,3831,1754,2016,14,365.00,5110.00,2008-07-09 07:29:20
113745,39423,5923,2016,3,207.00,621.00,2008-07-09 07:48:58
121323,11013,6597,2016,14,289.00,4046.00,2008-07-09 02:25:11
132322,31179,5911,2016,3,147.00,441.00,2008-07-09 08:45:45
135986,918,5029,2016,16,261.00,4176.00,2008-07-09 04:36:37
141247,29646,5512,2016,16,39.00,624.00,2008-07-09 11:49:23
151554,27992,7216,2016,22,143.00,3146.00,2008-07-09 06:34:22
163874,26597,2595,2016,3,309.00,927.00,2008-07-09 10:49:26
172089,1859,6073,2016,4,147.00,588.00,2008-07-09 10:09:04
178883,13718,2945,2016,3,449.00,1347.00,2008-07-09 07:30:45
209406,7416,8602,2016,2,1829.00,3658.00,2008-07-09 09:12:08
217001,10457,4778,2016,7,1111.00,7777.00,2008-07-09 01:59:09
222907,15598,2955,2016,7,2276.00,15932.00,2008-07-09 08:57:35
228275,25708,2355,2016,6,2420.00,14520.00,2008-07-09 05:26:02
233623,5956,7357,2016,4,1741.00,6964.00,2008-07-09 05:27:13
7059,37485,6737,2017,3,115.00,345.00,2008-07-10 04:28:20
14081,12208,88,2017,24,248.00,5952.00,2008-07-10 05:33:31
23296,19621,7808,2017,6,51.00,306.00,2008-07-10 06:03:37
31744,10666,976,2017,20,100.00,2000.00,2008-07-10 08:22:00
36467,26151,4946,2017,10,311.00,3110.00,2008-07-10 11:52:17
42236,6413,6075,2017,7,173.00,1211.00,2008-07-10 05:41:21
51032,10005,1869,2017,6,68.00,408.00,2008-07-10 07:02:15
59322,33689,3128,2017,14,187.00,2618.00,2008-07-10 08:18:17
65944,34676,7480,2017,7,337.00,2359.00,2008-07-10 09:39:35
71958,8847,5088,2017,16,439.00,7024.00,2008-07-10 08:10:29
80001,5570,2129,2017,6,387.00,2322.00,2008-07-10 05:18:19
88686,3871,149,2017,12,79.00,948.00,2008-07-10 02:38:59
94295,6664,4579,2017,24,464.00,11136.00,2008-07-10 02:18:42
103677,38480,2307,2017,2,356.00,712.00,2008-07-10 05:56:19
114227,22154,8259,2017,10,212.00,2120.00,2008-07-10 08:37:36
118383,39885,8319,2017,20,116.00,2320.00,2008-07-10 09:51:11
133127,36298,751,2017,7,75.00,525.00,2008-07-10 03:05:19
141109,27028,4960,2017,20,40.00,800.00,2008-07-10 09:36:39
146382,8965,7001,2017,1,381.00,381.00,2008-07-10 02:36:37
156286,3095,6862,2017,20,298.00,5960.00,2008-07-10 08:49:44
159668,9352,6963,2017,10,89.00,890.00,2008-07-10 06:30:31
171925,35690,8752,2017,16,79.00,1264.00,2008-07-10 01:49:44
205844,26727,5820,2017,2,2273.00,4546.00,2008-07-10 08:36:35
214917,7383,193,2017,8,1568.00,12544.00,2008-07-10 01:12:30
227309,13106,5594,2017,8,823.00,6584.00,2008-07-10 09:27:27
235496,24966,6718,2017,5,1691.00,8455.00,2008-07-10 04:49:44
7070,9840,3988,2018,7,126.00,882.00,2008-07-11 11:07:23
23322,9212,1356,2018,30,98.00,2940.00,2008-07-11 12:16:10
30787,31315,5782,2018,18,79.00,1422.00,2008-07-11 01:27:53
36355,13443,1061,2018,10,270.00,2700.00,2008-07-11 10:28:49
46479,26723,4537,2018,7,274.00,1918.00,2008-07-11 12:24:08
53642,39715,7732,2018,3,210.00,630.00,2008-07-11 06:37:46
61378,17085,4898,2018,22,263.00,5786.00,2008-07-11 02:03:37
69212,19982,2129,2018,9,280.00,2520.00,2008-07-11 06:06:12
73917,19170,5014,2018,8,368.00,2944.00,2008-07-11 07:47:50
87339,43374,5211,2018,2,493.00,986.00,2008-07-11 10:08:49
90213,49734,2307,2018,5,303.00,1515.00,2008-07-11 01:17:49
97307,32501,4960,2018,22,496.00,10912.00,2008-07-11 11:49:39
111416,40179,5629,2018,7,380.00,2660.00,2008-07-11 01:40:07
118939,28819,1139,2018,5,257.00,1285.00,2008-07-11 09:47:56
126295,1388,7951,2018,1,234.00,234.00,2008-07-11 02:59:33
131907,38477,4590,2018,16,371.00,5936.00,2008-07-11 01:00:42
142176,25028,4956,2018,22,263.00,5786.00,2008-07-11 07:26:47
149431,165,1680,2018,12,399.00,4788.00,2008-07-11 03:42:15
155161,4845,6267,2018,10,287.00,2870.00,2008-07-11 12:57:45
161227,49485,696,2018,12,88.00,1056.00,2008-07-11 12:23:29
166311,43639,8712,2018,12,59.00,708.00,2008-07-11 11:09:37
177821,29784,3471,2018,9,293.00,2637.00,2008-07-11 08:55:34
209209,37248,1356,2018,7,1857.00,12999.00,2008-07-11 09:18:03
217941,27933,6209,2018,3,1772.00,5316.00,2008-07-11 01:06:28
225054,12298,7359,2018,6,1751.00,10506.00,2008-07-11 11:29:44
233996,991,4846,2018,8,1270.00,10160.00,2008-07-11 06:34:38
4367,12593,4852,2019,16,50.00,800.00,2008-07-12 08:49:04
9923,4869,6043,2019,20,141.00,2820.00,2008-07-12 04:57:02
18876,37987,270,2019,22,49.00,1078.00,2008-07-12 06:32:12
28163,2766,6608,2019,22,122.00,2684.00,2008-07-12 04:53:23
41309,17066,4560,2019,24,232.00,5568.00,2008-07-12 03:26:24
53740,41997,810,2019,3,257.00,771.00,2008-07-12 02:14:54
59340,12184,8588,2019,1,93.00,93.00,2008-07-12 12:19:06
68109,21553,531,2019,5,167.00,835.00,2008-07-12 12:31:21
73689,41526,5029,2019,18,213.00,3834.00,2008-07-12 10:18:27
80458,48174,667,2019,20,238.00,4760.00,2008-07-12 03:48:11
87969,43656,1200,2019,2,464.00,928.00,2008-07-12 04:52:56
93865,13949,2329,2019,9,298.00,2682.00,2008-07-12 09:49:50
103645,29788,1743,2019,8,344.00,2752.00,2008-07-12 12:25:39
109630,41579,1266,2019,8,455.00,3640.00,2008-07-12 01:02:46
121111,4080,494,2019,9,164.00,1476.00,2008-07-12 06:24:16
130275,1922,1945,2019,7,300.00,2100.00,2008-07-12 02:27:50
138861,36155,7175,2019,3,135.00,405.00,2008-07-12 11:26:25
148992,19927,1492,2019,14,228.00,3192.00,2008-07-12 02:02:54
156769,48165,7130,2019,3,329.00,987.00,2008-07-12 08:52:07
167003,29503,1027,2019,6,366.00,2196.00,2008-07-12 08:09:30
171947,47317,3132,2019,14,168.00,2352.00,2008-07-12 04:19:40
175974,14093,8708,2019,5,283.00,1415.00,2008-07-12 12:25:35
181376,22069,5429,2019,18,478.00,8604.00,2008-07-12 11:06:27
216021,3781,3819,2019,6,1947.00,11682.00,2008-07-12 08:58:04
225626,9366,6928,2019,5,1504.00,7520.00,2008-07-12 03:36:19
229554,16328,6195,2019,1,387.00,387.00,2008-07-12 11:15:34
234078,49242,1846,2019,1,594.00,594.00,2008-07-12 08:06:10
9500,6140,5772,2020,2,57.00,114.00,2008-07-13 11:23:51
13988,23113,6954,2020,26,85.00,2210.00,2008-07-13 03:19:29
19467,27347,5562,2020,9,155.00,1395.00,2008-07-13 06:41:27
31619,46526,7877,2020,4,342.00,1368.00,2008-07-13 04:48:09
43014,27898,2194,2020,6,133.00,798.00,2008-07-13 04:31:29
49376,3632,3907,2020,6,232.00,1392.00,2008-07-13 12:13:57
60297,34806,8156,2020,12,437.00,5244.00,2008-07-13 04:23:43
68891,17012,7687,2020,7,359.00,2513.00,2008-07-13 07:42:55
78481,3787,5566,2020,1,358.00,358.00,2008-07-13 12:41:10
85352,24647,5753,2020,8,220.00,1760.00,2008-07-13 04:55:49
91196,26570,6928,2020,5,168.00,840.00,2008-07-13 06:37:28
99417,29108,4876,2020,18,148.00,2664.00,2008-07-13 11:56:14
104498,29323,4842,2020,18,106.00,1908.00,2008-07-13 03:01:08
111397,42936,5899,2020,20,282.00,5640.00,2008-07-13 11:21:24
115839,37285,2219,2020,10,378.00,3780.00,2008-07-13 11:11:27
124189,28076,1108,2020,9,187.00,1683.00,2008-07-13 06:02:23
130408,31214,6004,2020,7,222.00,1554.00,2008-07-13 06:05:52
138759,33160,5753,2020,16,472.00,7552.00,2008-07-13 05:33:59
146156,33480,1022,2020,9,498.00,4482.00,2008-07-13 01:41:27
156866,4099,4705,2020,14,58.00,812.00,2008-07-13 07:35:42
161916,15588,4618,2020,9,143.00,1287.00,2008-07-13 02:06:33
169507,10204,5535,2020,20,484.00,9680.00,2008-07-13 03:40:19
177647,13246,7538,2020,4,422.00,1688.00,2008-07-13 06:12:40
205666,10958,7296,2020,3,2294.00,6882.00,2008-07-13 09:30:21
215616,37597,8336,2020,3,1545.00,4635.00,2008-07-13 03:18:21
225382,22495,1955,2020,5,1017.00,5085.00,2008-07-13 01:33:33
